Source,Device,Country,PreviousDonor,Wikipedia_use,Regular_user,Rely_on_Wikipedia,Since_message,Support_free_knowledge,Ad_free,Stay_Online,Support_charity,Support_volunteers,Like_privacy,Is_wp_nonprofit,Seen_messages,Morebanners_lessmoney,Too_many_banners,Enjoy_banners,Infrequent,Less_naggy,Don’t_mind_banners,Annoyed,Fundraising_necessary,Donate_other_charities,Trust_in_article,Mobile_purchases,Age,Gender,Legacy
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Don't know,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,50-59,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Don't know,Yes,Presentation,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Don't know,Agree,Disagree,Agree,Agree,Yes,Presentation,No,Under 18,Prefer not to specify,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,80+,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,References,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,50-59,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Don't know,Agree,Don't know,Agree,Agree,Disagree,Don't know,Yes,References,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,I had never thought about it before,Not sure,Agree,Disagree,Don't know,Agree,Agree,Don't know,Disagree,Agree,Yes,References,Yes,50-59,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,No,This was the first time I saw the message,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Don't know,Yes,References,No,80+,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,40-49,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Agree,Agree,Agree,Agree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,References,No,80+,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Don't know,Agree,Disagree,Agree,Disagree,Agree,Yes,Presentation,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,2-3 times,Don't know,Don't know,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Somewhat,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Don't know,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,No,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Don't know,Don't know,Agree,Yes,References,No,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Agree,No,Topic,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,No,References,No,70-79,Prefer not to specify,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Yes,References,No,50-59,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Don't know,Disagree,Agree,Don't know,Disagree,Don't know,Agree,No,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Don't know,Disagree,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Yes,Presentation,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Not at all,Not at all,Not at all,No,Not sure,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Length,Yes,18-29,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Somewhat,Not at all,Absolutely,I had never thought about it before,I haven't seen one this year,Agree,Don't know,Disagree,Don't know,Don't know,Disagree,Don't know,Agree,No,Topic,No,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Somewhat,Not at all,Absolutely,Yes,Not sure,Agree,Don't know,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Community,Yes,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,I had never thought about it before,Not sure,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,References,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Disagree,Agree,Agree,Don't know,Don't know,Agree,No,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,I had never thought about it before,Not sure,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Disagree,Agree,Yes,Presentation,No,80+,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,I had never thought about it before,This was the first time I saw the message,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,80+,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,References,Yes,30-39,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Agree,Yes,Community,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,No,I haven't seen one this year,Agree,Don't know,Disagree,Don't know,Agree,Disagree,Disagree,Disagree,No,References,No,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Yes,References,No,30-39,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Not at all,Somewhat,Absolutely,Absolutely,Not at all,Somewhat,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Don't know,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,I haven't seen one this year,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,No,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Agree,Disagree,Don't know,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Agree,No,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Yes,Community,Yes,18-29,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Disagree,Don't know,Agree,Agree,Disagree,Agree,No,Presentation,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Yes,Community,Yes,50-59,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Presentation,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,No,I haven't seen one this year,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Don't know,Yes,Presentation,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Don't know,Agree,Agree,Agree,Don't know,Agree,Yes,References,Yes,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Not at all,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Don't know,Disagree,Yes,Presentation,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,I had never thought about it before,I haven't seen one this year,Agree,Don't know,Agree,Agree,Agree,Don't know,Disagree,Don't know,Yes,References,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Community,No,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Somewhat,Somewhat,No,I haven't seen one this year,Agree,Don't know,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Yes,References,Yes,30-39,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,Presentation,No,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Somewhat,Somewhat,Yes,This was the first time I saw the message,Don't know,Don't know,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Yes,References,Yes,40-49,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,I haven't seen one this year,Don't know,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Don't know,Yes,Community,Yes,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,I haven't seen one this year,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,I haven't seen one this year,Don't know,Disagree,Agree,Agree,Don't know,Don't know,Disagree,Agree,No,Presentation,Yes,50-59,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,60-69,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Don't know,Agree,Agree,Disagree,Disagree,Agree,Yes,References,Yes,60-69,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,This was the first time I saw the message,Agree,Don't know,Agree,Agree,Agree,Disagree,Disagree,Agree,No,Presentation,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Not at all,Not at all,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,Not sure,Don't know,Don't know,Agree,Agree,Agree,Don't know,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,I had never thought about it before,This was the first time I saw the message,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,80+,Male,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,70-79,Female,No thank you
Email,A desktop or laptop computer,United States,Yes,Several times a week,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,50-59,Male,No thank you
